-8.46110397367686,-10.1454838655272
-8.81600657142138,-10.1454643531399
-8.32182344066092,-10.1454618736773
-8.93807755792646,-10.1454679709558
-8.18652357571083,-10.1454583895947
-8.20203949987066,-10.145469127197
-8.62810534785875,-10.1454603806439
-8.70845071601253,-10.1454685959644
-8.40349963220637,-10.1454644704291
-8.14981949848044,-10.1454724127474
-8.70151555634988,-10.1454702991063
-8.55730398876331,-10.145459154499
-8.69729819905458,-10.1454658896875
-8.78972527234504,-10.1454628222176
-8.80130488582591,-10.1454626918074
-8.4831804186313,-10.1454701169216
-9.06874427110369,-10.1454165672521
-8.58258699340314,-10.1454549793163
-8.61763081039115,-10.1454694933757
-8.2127194576927,-10.1454758097732
-8.35339895112162,-10.145462859461
-8.75308222461959,-10.1454718616763
-8.361153273307,-10.1454593079945
-8.69027462619835,-10.145472417079
-8.74060137119321,-10.1454753783509
-9.24234924398823,-10.1454637932934
-8.37451734898898,-10.1454738451816
-8.63214224513627,-10.1454587496786
-8.39211495153668,-10.1454733184796
-8.93678332291956,-10.1454617213932
-8.46404377587839,-10.1454321866685
-8.7660395645587,-10.1454796073881
-8.6359219461075,-10.1454734927376
-8.21234972744549,-10.1454743496447
-8.08458964863884,-10.1454701562695
-8.34922923160118,-10.1454616659857
-8.76636832939811,-10.1454698420261
-8.63198604869316,-10.1454640802171
-8.50055558281278,-10.1454780657081
-8.51515500065995,-10.1454760124025
-8.47471817362138,-10.1454190643436
-8.57091788162793,-10.1454620793436
-8.96763345001397,-10.1454725119413
-8.67488932699031,-10.1454199423345
-8.71330743065308,-10.1454734507964
-8.40412025305889,-10.145464304547
-8.68461124628806,-10.1454606520366
-8.57176636668699,-10.1454601431201
-8.30345449362854,-10.1454627805187
-8.91318856714295,-10.1454767723113
-8.74873770281947,-10.1454638708634
-8.50778319123253,-10.1454761211903
-8.90266135402427,-10.1454724868141
-8.03728198724914,-10.1454676242928
-8.93883206235248,-10.1454717875465
-8.28033086228097,-10.1454614275626
-8.46027657526535,-10.1454619353092
-8.55525222442997,-10.1454749188828
-8.03683647374519,-10.1454757030042
-8.68786606762214,-10.1454613644241
-8.54702169863455,-10.1454577094357
-8.93059178251558,-10.14547387903
-8.6462671883433,-10.1454780242496
-8.63752816369424,-10.1454627820325
