-13020.809649709,-5962.11902542889
-12798.2234359449,-5962.04409585471
-12027.5587832027,-5962.01303545832
-12881.5423308357,-5962.0477939141
-12965.7101963798,-5961.98385522262
-12596.6545190032,-5962.15169311293
-12020.2791237982,-5962.02400716538
-12087.4290164548,-5961.93250556854
-12863.4025695334,-5962.02312426223
-12423.3617869441,-5962.11073574013
-13271.4143602935,-5962.05519234377
-12867.4966535281,-5961.9863266446
-12934.762928618,-5961.98915670456
-12867.5553934576,-5962.0156562546
-13462.486901933,-5961.98621502701
-12354.1227264645,-5962.10367630633
-13481.0467020901,-5962.09198753182
-13256.2745988505,-5962.11991113412
-12632.9910322071,-5961.94174320288
-11833.3775499915,-5962.0875067048
-13161.1484271214,-5962.06992971055
-13518.9491189184,-5962.0675784806
-12387.7424605033,-5962.0378477373
-13184.7699095004,-5961.95078359876
-13368.0934225666,-5962.06093465549
-13253.0208352353,-5962.06127070149
-13097.2485918824,-5962.10380857876
-13074.1628908165,-5962.04225072095
-12780.2247411754,-5962.06416470781
-13072.7090967796,-5962.05249746224
-12937.1692274671,-5962.1503717179
-13265.3199595776,-5962.09326788296
-11995.6342558679,-5962.0376891676
-12686.9517628414,-5962.00926286371
-11565.6380429343,-5962.1151081672
-11811.1865404864,-5962.00424014796
-12064.5621813556,-5962.0690349094
-12787.4329270842,-5962.06798259356
-12569.9097673982,-5962.07045481553
-13094.7087490178,-5961.98198061139
-13000.1028673117,-5962.02119145051
-12108.8801644174,-5962.11138751049
-13167.1636429235,-5962.10391069805
-12835.0034299869,-5962.09189115855
-12580.5362062755,-5962.01704527042
-12214.9485815982,-5962.05591622759
-12225.2089916038,-5962.0926100687
-12968.144682194,-5962.05877553647
-12553.9201551803,-5962.02275897024
-13113.3215041358,-5962.20604540832
-12508.8676550164,-5962.11634973442
-13148.9955017747,-5962.07198346476
-13298.2420797324,-5961.11191815486
-12107.6804147189,-5962.00880510395
-13122.0311254318,-5962.08909508443
-12402.192376539,-5962.07242415125
-12206.9295250396,-5962.08907281187
-13194.7841659067,-5962.11362764411
-12180.2992097383,-5962.1021311037
-12187.2587127417,-5962.004227861
-12990.2880738247,-5962.13881335601
-12985.0617599539,-5962.12615487536
-12817.8610769771,-5962.0318416499
-13289.2093026668,-5962.0078621475
