-2141.12782013568,-3908.21258604577
-2088.1771052052,-3882.06037493439
-1899.1713640408,-4237.10489534624
-1679.75597301669,-3932.08848744075
-1595.80886823091,-4237.10944276579
-2239.09584159775,-4237.10489537677
-1378.97038462918,-4237.10489533062
-1746.93957466986,-3932.51031068266
-1827.68841558947,-3932.28758352357
-788.592439434571,-4237.10489528941
-2716.34291506511,-3736.77243056135
-2214.64296213929,-4237.11116121234
-1938.28688521496,-4237.07895603588
-1502.45667386628,-3913.83028340807
-1882.91121032449,-4237.13361452752
-1756.47552092368,-4237.13439671887
-1486.26203563369,-3707.68162024162
-1627.05990275239,-4237.10488239406
-1212.7959988189,-3932.46086771256
-2136.58163565213,-3927.40351207185
-1801.7463102312,-4237.10489513308
-1507.60871109107,-3932.98460543435
-1771.03389838353,-3930.49582831415
-2126.2870499302,-3930.79210857249
-1284.12866846566,-4237.10170424916
-2809.86164946252,-4237.1070352559
-2001.25470411315,-4237.12166175151
-1356.63434420663,-4237.08864618995
-1254.05540260055,-3932.2520350897
-1557.60696039734,-3932.05654003722
-1424.83476628782,-4237.10631659244
-1655.30300944694,-3910.84370802583
-1298.27216340138,-4237.11336885765
-1872.77017053483,-3906.28370465528
-1403.91480147131,-3932.48348424015
-1885.05626618435,-3932.47377188932
-1641.15102904671,-4237.10489543026
-1773.09449296486,-3897.63147074625
-1507.13262693832,-4237.11230820284
-1998.03487867515,-3921.61656219434
-1622.5244929501,-3843.35974119243
-1451.53356525894,-4237.10489526522
-1979.35139762264,-3902.37050805641
-2134.918890007,-3931.73889105919
-1150.04536211149,-4237.10636771545
-1603.15638315813,-3932.43746635364
-1753.14337729355,-4237.07223276049
-1900.29236518251,-3932.12948049664
-1543.99441122671,-3838.57095900976
-1277.89148932457,-4237.10489895673
-1677.67506257068,-4237.13420004028
-1171.95854548925,-4237.10946196446
-1937.24963380952,-3932.06064447831
-1904.4064428164,-3932.04762248099
-1783.61606195409,-4237.1048949147
-1570.21408173676,-3913.74098485911
-1623.32022459774,-3928.36518332345
-1315.59505593326,-4237.10774970876
-1372.13239265036,-4237.10489521948
-2371.82882298823,-3903.04427142609
-1344.49878292792,-3932.27556562832
-1223.99299181466,-4237.12437604768
-2110.76442684856,-3780.68101912074
-1748.18156214519,-4237.10489531998
