-20142.4097591392,-4708.91041309873
-23247.6903995907,-4708.86374506581
-15707.0716241886,-4708.75576458957
-20384.9356796022,-4708.8980747395
-17648.1603336382,-4708.73214611284
-17576.6497320385,-4708.9205089106
-16992.9974379249,-4708.87771979662
-21339.9470825279,-4708.87933767201
-24889.2291160583,-4708.88848512863
-15231.2530480165,-4708.871767619
-22875.0081571771,-4708.7860614973
-15843.1437619455,-4708.88407207508
-17364.0056110464,-4708.83109276347
-21904.0033788199,-4581.7915854732
-19860.4177964797,-4708.87535720227
-21951.9945806638,-4642.39258640068
-20404.3663798696,-4708.83270020997
-21813.507251841,-4708.8539073668
-16816.5833449265,-4695.86532165198
-21153.3237802051,-4708.84263377542
-21948.1077625957,-4708.8393997675
-20458.6892747726,-4708.81695747193
-21952.4772065832,-4708.87445705734
-22883.617774183,-4680.71656394921
-18921.8049620771,-4708.86432579946
-14513.8419339052,-4707.62317859164
-20616.4861070882,-4708.78883531593
-14740.374056233,-4708.84561063474
-20370.418774778,-4708.88441203836
-18172.6773320364,-4708.87875408259
-15754.2197535578,-4708.84253426736
-23369.4872643228,-4708.6364079069
-17838.4760813975,-4708.85638198529
-21032.6371873961,-4708.85347388513
-20349.4348716805,-4708.87751022505
-19174.7432013455,-4708.76712768912
-14478.3835325832,-4708.90225918571
-20787.4648212339,-4708.84064374157
-20575.4122143441,-4708.76257129361
-22372.4703568321,-4708.82962599269
-23290.8414014055,-4708.80777120432
-18595.4427875189,-4708.85571628447
-19887.6413719159,-4407.19955440968
-21337.2204931133,-4480.03463656221
-16047.2145872907,-4708.86512057553
-23983.2521096452,-4708.91523380873
-18099.3835221044,-4658.49548514433
-22813.09662625,-4708.90304300327
-20002.4813261943,-4708.82118331871
-19059.6104354557,-4585.41830060491
-20869.4247625109,-4708.91255998392
-17688.6065256192,-4708.86077240639
-23294.1159766283,-4679.48371084478
-21327.8052247863,-4708.73661903877
-15119.5472593569,-4708.83124872662
-19374.696421542,-4708.83306592396
-21598.6470909505,-4708.77199996618
-17901.7251250585,-4705.19620633051
-18297.2983237205,-4708.8123724577
-26182.8659624392,-4708.77010621185
-18553.3829282277,-4436.65426224301
-18008.9203842395,-4585.05907955066
-21753.8382747491,-4708.86743174746
-18724.220825063,-4708.87785193802
